
0:	learn: 54.2681490	test: 49.7051477	best: 49.7051477 (0)	total: 53.5ms	remaining: 17m 50s
266:	learn: 25.2881593	test: 44.0529560	best: 44.0529560 (266)	total: 583ms	remaining: 43.1s
267:	learn: 25.2736721	test: 44.0185377	best: 44.0185377 (267)	total: 585ms	remaining: 43.1s
268:	learn: 25.2556389	test: 44.0121330	best: 44.0121330 (268)	total: 587ms	remaining: 43.1s
269:	learn: 25.2372771	test: 43.9698343	best: 43.9698343 (269)	total: 589ms	remaining: 43s
270:	learn: 25.2223373	test: 43.9806145	best: 43.9698343 (269)	total: 591ms	remaining: 43s
271:	learn: 25.2082133	test: 43.9825724	best: 43.9698343 (269)	total: 592ms	remaining: 42.9s
272:	learn: 25.1984576	test: 43.9848704	best: 43.9698343 (269)	total: 594ms	remaining: 42.9s
273:	learn: 25.1834429	test: 43.9623056	best: 43.9623056 (273)	total: 595ms	remaining: 42.9s
274:	learn: 25.1722212	test: 43.9368098	best: 43.9368098 (274)	total: 597ms	remaining: 42.8s
275:	learn: 25.1565482	test: 43.9238674	best: 43.9238674 (275)	total: 599ms	remaining: 42.8s
276:	learn: 25.1428494	test: 43.9302748	best: 43.9238674 (275)	total: 601ms	remaining: 42.8s
277:	learn: 25.1327778	test: 43.8948558	best: 43.8948558 (277)	total: 603ms	remaining: 42.8s
278:	learn: 25.1191326	test: 43.8845325	best: 43.8845325 (278)	total: 604ms	remaining: 42.7s
279:	learn: 25.1043639	test: 43.8959253	best: 43.8845325 (278)	total: 606ms	remaining: 42.7s
280:	learn: 25.0908305	test: 43.8903645	best: 43.8845325 (278)	total: 607ms	remaining: 42.6s
281:	learn: 25.0797034	test: 43.8942199	best: 43.8845325 (278)	total: 609ms	remaining: 42.6s
282:	learn: 25.0628953	test: 43.8832827	best: 43.8832827 (282)	total: 610ms	remaining: 42.5s
283:	learn: 25.0513091	test: 43.8789451	best: 43.8789451 (283)	total: 612ms	remaining: 42.5s
284:	learn: 25.0395237	test: 43.8850668	best: 43.8789451 (283)	total: 614ms	remaining: 42.5s
285:	learn: 25.0248649	test: 43.8629738	best: 43.8629738 (285)	total: 616ms	remaining: 42.4s
286:	learn: 25.0091229	test: 43.8462510	best: 43.8462510 (286)	total: 618ms	remaining: 42.4s
287:	learn: 24.9952247	test: 43.8483621	best: 43.8462510 (286)	total: 620ms	remaining: 42.4s
288:	learn: 24.9854631	test: 43.8322424	best: 43.8322424 (288)	total: 622ms	remaining: 42.4s
289:	learn: 24.9733524	test: 43.8405890	best: 43.8322424 (288)	total: 623ms	remaining: 42.4s
290:	learn: 24.9623756	test: 43.8333912	best: 43.8322424 (288)	total: 625ms	remaining: 42.3s
291:	learn: 24.9492433	test: 43.8291144	best: 43.8291144 (291)	total: 627ms	remaining: 42.3s
292:	learn: 24.9376963	test: 43.8288869	best: 43.8288869 (292)	total: 628ms	remaining: 42.2s
293:	learn: 24.9245507	test: 43.7855456	best: 43.7855456 (293)	total: 630ms	remaining: 42.2s
294:	learn: 24.9130940	test: 43.7711394	best: 43.7711394 (294)	total: 632ms	remaining: 42.2s
295:	learn: 24.9009672	test: 43.7469564	best: 43.7469564 (295)	total: 633ms	remaining: 42.1s
296:	learn: 24.8867843	test: 43.7019943	best: 43.7019943 (296)	total: 635ms	remaining: 42.1s
297:	learn: 24.8717726	test: 43.6915155	best: 43.6915155 (297)	total: 637ms	remaining: 42.1s
298:	learn: 24.8606662	test: 43.6756877	best: 43.6756877 (298)	total: 639ms	remaining: 42.1s
299:	learn: 24.8510274	test: 43.6649233	best: 43.6649233 (299)	total: 640ms	remaining: 42s
300:	learn: 24.8361405	test: 43.6749119	best: 43.6649233 (299)	total: 642ms	remaining: 42s
301:	learn: 24.8257814	test: 43.6673791	best: 43.6649233 (299)	total: 643ms	remaining: 42s
302:	learn: 24.8123161	test: 43.6557092	best: 43.6557092 (302)	total: 645ms	remaining: 41.9s
303:	learn: 24.8010287	test: 43.6591955	best: 43.6557092 (302)	total: 646ms	remaining: 41.9s
304:	learn: 24.7909033	test: 43.6550840	best: 43.6550840 (304)	total: 648ms	remaining: 41.9s
305:	learn: 24.7784684	test: 43.6259217	best: 43.6259217 (305)	total: 650ms	remaining: 41.8s
306:	learn: 24.7653671	test: 43.6115547	best: 43.6115547 (306)	total: 652ms	remaining: 41.8s
307:	learn: 24.7555577	test: 43.6176983	best: 43.6115547 (306)	total: 653ms	remaining: 41.8s
308:	learn: 24.7442280	test: 43.6094794	best: 43.6094794 (308)	total: 655ms	remaining: 41.7s
309:	learn: 24.7322336	test: 43.5858328	best: 43.5858328 (309)	total: 657ms	remaining: 41.7s
310:	learn: 24.7239988	test: 43.5878047	best: 43.5858328 (309)	total: 658ms	remaining: 41.7s
311:	learn: 24.7142536	test: 43.5874348	best: 43.5858328 (309)	total: 660ms	remaining: 41.6s
312:	learn: 24.7047108	test: 43.5825825	best: 43.5825825 (312)	total: 661ms	remaining: 41.6s
313:	learn: 24.6948637	test: 43.5805535	best: 43.5805535 (313)	total: 663ms	remaining: 41.5s
314:	learn: 24.6842446	test: 43.5574123	best: 43.5574123 (314)	total: 664ms	remaining: 41.5s
315:	learn: 24.6751396	test: 43.5567612	best: 43.5567612 (315)	total: 666ms	remaining: 41.5s
316:	learn: 24.6638350	test: 43.5319154	best: 43.5319154 (316)	total: 668ms	remaining: 41.5s
317:	learn: 24.6522879	test: 43.4943793	best: 43.4943793 (317)	total: 669ms	remaining: 41.4s
318:	learn: 24.6441087	test: 43.4994705	best: 43.4943793 (317)	total: 671ms	remaining: 41.4s
319:	learn: 24.6333992	test: 43.4718168	best: 43.4718168 (319)	total: 672ms	remaining: 41.3s
320:	learn: 24.6244864	test: 43.4750111	best: 43.4718168 (319)	total: 674ms	remaining: 41.3s
321:	learn: 24.6135066	test: 43.4385012	best: 43.4385012 (321)	total: 675ms	remaining: 41.3s
322:	learn: 24.6033607	test: 43.4479554	best: 43.4385012 (321)	total: 677ms	remaining: 41.3s
323:	learn: 24.5934670	test: 43.4209602	best: 43.4209602 (323)	total: 680ms	remaining: 41.3s
324:	learn: 24.5861360	test: 43.3946374	best: 43.3946374 (324)	total: 681ms	remaining: 41.2s
325:	learn: 24.5770260	test: 43.3733639	best: 43.3733639 (325)	total: 682ms	remaining: 41.2s
326:	learn: 24.5658228	test: 43.3404662	best: 43.3404662 (326)	total: 684ms	remaining: 41.2s
327:	learn: 24.5564849	test: 43.3485437	best: 43.3404662 (326)	total: 686ms	remaining: 41.1s
328:	learn: 24.5482920	test: 43.3363631	best: 43.3363631 (328)	total: 688ms	remaining: 41.1s
329:	learn: 24.5365403	test: 43.2878829	best: 43.2878829 (329)	total: 690ms	remaining: 41.1s
330:	learn: 24.5288069	test: 43.2942939	best: 43.2878829 (329)	total: 692ms	remaining: 41.1s
331:	learn: 24.5194175	test: 43.2865579	best: 43.2865579 (331)	total: 693ms	remaining: 41.1s
332:	learn: 24.5076178	test: 43.2347989	best: 43.2347989 (332)	total: 695ms	remaining: 41s
333:	learn: 24.4961561	test: 43.2328665	best: 43.2328665 (333)	total: 696ms	remaining: 41s
334:	learn: 24.4884738	test: 43.2323682	best: 43.2323682 (334)	total: 698ms	remaining: 40.9s
335:	learn: 24.4814654	test: 43.2452342	best: 43.2323682 (334)	total: 699ms	remaining: 40.9s
336:	learn: 24.4707324	test: 43.2257538	best: 43.2257538 (336)	total: 701ms	remaining: 40.9s
337:	learn: 24.4609185	test: 43.1947018	best: 43.1947018 (337)	total: 703ms	remaining: 40.9s
338:	learn: 24.4514213	test: 43.1640136	best: 43.1640136 (338)	total: 704ms	remaining: 40.9s
339:	learn: 24.4438860	test: 43.1555721	best: 43.1555721 (339)	total: 706ms	remaining: 40.8s
340:	learn: 24.4349370	test: 43.1372426	best: 43.1372426 (340)	total: 708ms	remaining: 40.8s
341:	learn: 24.4241351	test: 43.1261194	best: 43.1261194 (341)	total: 710ms	remaining: 40.8s
342:	learn: 24.4148445	test: 43.1282606	best: 43.1261194 (341)	total: 712ms	remaining: 40.8s
343:	learn: 24.4075690	test: 43.1185896	best: 43.1185896 (343)	total: 713ms	remaining: 40.7s
344:	learn: 24.3971646	test: 43.1229857	best: 43.1185896 (343)	total: 714ms	remaining: 40.7s
345:	learn: 24.3905919	test: 43.1191407	best: 43.1185896 (343)	total: 716ms	remaining: 40.7s
346:	learn: 24.3813327	test: 43.0975278	best: 43.0975278 (346)	total: 717ms	remaining: 40.6s
347:	learn: 24.3688147	test: 43.0533240	best: 43.0533240 (347)	total: 719ms	remaining: 40.6s
348:	learn: 24.3606163	test: 43.0432461	best: 43.0432461 (348)	total: 720ms	remaining: 40.6s
349:	learn: 24.3544307	test: 43.0289411	best: 43.0289411 (349)	total: 722ms	remaining: 40.5s
350:	learn: 24.3464820	test: 43.0167779	best: 43.0167779 (350)	total: 724ms	remaining: 40.5s
351:	learn: 24.3380703	test: 43.0223911	best: 43.0167779 (350)	total: 725ms	remaining: 40.5s
352:	learn: 24.3282110	test: 43.0084523	best: 43.0084523 (352)	total: 727ms	remaining: 40.5s
353:	learn: 24.3189100	test: 42.9752085	best: 42.9752085 (353)	total: 729ms	remaining: 40.5s
354:	learn: 24.3089757	test: 42.9865347	best: 42.9752085 (353)	total: 731ms	remaining: 40.5s
355:	learn: 24.3006859	test: 42.9807243	best: 42.9752085 (353)	total: 733ms	remaining: 40.5s
356:	learn: 24.2946615	test: 42.9711202	best: 42.9711202 (356)	total: 735ms	remaining: 40.4s
357:	learn: 24.2871639	test: 42.9685372	best: 42.9685372 (357)	total: 736ms	remaining: 40.4s
358:	learn: 24.2806620	test: 42.9703406	best: 42.9685372 (357)	total: 737ms	remaining: 40.3s
359:	learn: 24.2739769	test: 42.9562628	best: 42.9562628 (359)	total: 740ms	remaining: 40.4s
360:	learn: 24.2675547	test: 42.9324857	best: 42.9324857 (360)	total: 741ms	remaining: 40.3s
361:	learn: 24.2575643	test: 42.9227447	best: 42.9227447 (361)	total: 743ms	remaining: 40.3s
362:	learn: 24.2478690	test: 42.8689854	best: 42.8689854 (362)	total: 745ms	remaining: 40.3s
363:	learn: 24.2398528	test: 42.8787862	best: 42.8689854 (362)	total: 747ms	remaining: 40.3s
364:	learn: 24.2324627	test: 42.8659346	best: 42.8659346 (364)	total: 748ms	remaining: 40.3s
365:	learn: 24.2273716	test: 42.8670140	best: 42.8659346 (364)	total: 750ms	remaining: 40.2s
366:	learn: 24.2190756	test: 42.8504705	best: 42.8504705 (366)	total: 751ms	remaining: 40.2s
367:	learn: 24.2127073	test: 42.8444274	best: 42.8444274 (367)	total: 753ms	remaining: 40.2s
368:	learn: 24.2045896	test: 42.8450271	best: 42.8444274 (367)	total: 754ms	remaining: 40.1s
369:	learn: 24.1930823	test: 42.8494077	best: 42.8444274 (367)	total: 757ms	remaining: 40.1s
370:	learn: 24.1880367	test: 42.8623969	best: 42.8444274 (367)	total: 758ms	remaining: 40.1s
371:	learn: 24.1807552	test: 42.8621362	best: 42.8444274 (367)	total: 760ms	remaining: 40.1s
372:	learn: 24.1742711	test: 42.8585631	best: 42.8444274 (367)	total: 762ms	remaining: 40.1s
373:	learn: 24.1660207	test: 42.8595235	best: 42.8444274 (367)	total: 763ms	remaining: 40s
374:	learn: 24.1593730	test: 42.8623616	best: 42.8444274 (367)	total: 765ms	remaining: 40s
375:	learn: 24.1487396	test: 42.8341731	best: 42.8341731 (375)	total: 766ms	remaining: 40s
376:	learn: 24.1431491	test: 42.8380420	best: 42.8341731 (375)	total: 768ms	remaining: 40s
377:	learn: 24.1382845	test: 42.8381251	best: 42.8341731 (375)	total: 770ms	remaining: 40s
378:	learn: 24.1326973	test: 42.8400504	best: 42.8341731 (375)	total: 772ms	remaining: 40s
379:	learn: 24.1263554	test: 42.8256465	best: 42.8256465 (379)	total: 774ms	remaining: 39.9s
380:	learn: 24.1198750	test: 42.8309686	best: 42.8256465 (379)	total: 775ms	remaining: 39.9s
381:	learn: 24.1149737	test: 42.8406363	best: 42.8256465 (379)	total: 777ms	remaining: 39.9s
382:	learn: 24.1064015	test: 42.8354271	best: 42.8256465 (379)	total: 778ms	remaining: 39.9s
383:	learn: 24.0985243	test: 42.8298080	best: 42.8256465 (379)	total: 780ms	remaining: 39.8s
384:	learn: 24.0885383	test: 42.7765899	best: 42.7765899 (384)	total: 782ms	remaining: 39.8s
385:	learn: 24.0764149	test: 42.7666447	best: 42.7666447 (385)	total: 784ms	remaining: 39.8s
386:	learn: 24.0652044	test: 42.7400229	best: 42.7400229 (386)	total: 786ms	remaining: 39.9s
387:	learn: 24.0582460	test: 42.7098751	best: 42.7098751 (387)	total: 788ms	remaining: 39.9s
388:	learn: 24.0520783	test: 42.6965199	best: 42.6965199 (388)	total: 790ms	remaining: 39.8s
389:	learn: 24.0471058	test: 42.6946737	best: 42.6946737 (389)	total: 791ms	remaining: 39.8s
390:	learn: 24.0418699	test: 42.6995482	best: 42.6946737 (389)	total: 793ms	remaining: 39.8s
391:	learn: 24.0335732	test: 42.6861385	best: 42.6861385 (391)	total: 795ms	remaining: 39.8s
392:	learn: 24.0268106	test: 42.6750075	best: 42.6750075 (392)	total: 797ms	remaining: 39.7s
393:	learn: 24.0202664	test: 42.6716768	best: 42.6716768 (393)	total: 798ms	remaining: 39.7s
394:	learn: 24.0154527	test: 42.6682040	best: 42.6682040 (394)	total: 800ms	remaining: 39.7s
395:	learn: 24.0116634	test: 42.6622832	best: 42.6622832 (395)	total: 801ms	remaining: 39.7s
396:	learn: 24.0059674	test: 42.6542331	best: 42.6542331 (396)	total: 803ms	remaining: 39.6s
397:	learn: 23.9969255	test: 42.6337461	best: 42.6337461 (397)	total: 804ms	remaining: 39.6s
398:	learn: 23.9915920	test: 42.6363464	best: 42.6337461 (397)	total: 806ms	remaining: 39.6s
399:	learn: 23.9872626	test: 42.6452256	best: 42.6337461 (397)	total: 808ms	remaining: 39.6s
400:	learn: 23.9824274	test: 42.6424891	best: 42.6337461 (397)	total: 810ms	remaining: 39.6s
401:	learn: 23.9743041	test: 42.6320229	best: 42.6320229 (401)	total: 812ms	remaining: 39.6s
402:	learn: 23.9644521	test: 42.5946104	best: 42.5946104 (402)	total: 814ms	remaining: 39.6s
403:	learn: 23.9580769	test: 42.6023543	best: 42.5946104 (402)	total: 815ms	remaining: 39.6s
404:	learn: 23.9529838	test: 42.5993936	best: 42.5946104 (402)	total: 818ms	remaining: 39.6s
405:	learn: 23.9493823	test: 42.6015456	best: 42.5946104 (402)	total: 820ms	remaining: 39.6s
406:	learn: 23.9413345	test: 42.5885828	best: 42.5885828 (406)	total: 822ms	remaining: 39.6s
407:	learn: 23.9369804	test: 42.5895425	best: 42.5885828 (406)	total: 823ms	remaining: 39.5s
408:	learn: 23.9320670	test: 42.5908407	best: 42.5885828 (406)	total: 825ms	remaining: 39.5s
409:	learn: 23.9241626	test: 42.5678104	best: 42.5678104 (409)	total: 826ms	remaining: 39.5s
410:	learn: 23.9186005	test: 42.5661946	best: 42.5661946 (410)	total: 828ms	remaining: 39.5s
411:	learn: 23.9111039	test: 42.5288161	best: 42.5288161 (411)	total: 830ms	remaining: 39.5s
412:	learn: 23.9026140	test: 42.5151092	best: 42.5151092 (412)	total: 831ms	remaining: 39.4s
413:	learn: 23.8947574	test: 42.4901576	best: 42.4901576 (413)	total: 834ms	remaining: 39.4s
414:	learn: 23.8901349	test: 42.4931196	best: 42.4901576 (413)	total: 835ms	remaining: 39.4s
415:	learn: 23.8858517	test: 42.4938057	best: 42.4901576 (413)	total: 837ms	remaining: 39.4s
416:	learn: 23.8796541	test: 42.4748016	best: 42.4748016 (416)	total: 839ms	remaining: 39.4s
417:	learn: 23.8759816	test: 42.4683929	best: 42.4683929 (417)	total: 840ms	remaining: 39.3s
418:	learn: 23.8682995	test: 42.4638909	best: 42.4638909 (418)	total: 842ms	remaining: 39.3s
419:	learn: 23.8600488	test: 42.4276993	best: 42.4276993 (419)	total: 844ms	remaining: 39.3s
420:	learn: 23.8552011	test: 42.4286355	best: 42.4276993 (419)	total: 845ms	remaining: 39.3s
421:	learn: 23.8443368	test: 42.4223989	best: 42.4223989 (421)	total: 848ms	remaining: 39.3s
422:	learn: 23.8408421	test: 42.4174715	best: 42.4174715 (422)	total: 849ms	remaining: 39.3s
423:	learn: 23.8379517	test: 42.4075055	best: 42.4075055 (423)	total: 851ms	remaining: 39.3s
424:	learn: 23.8335339	test: 42.3916944	best: 42.3916944 (424)	total: 853ms	remaining: 39.3s
425:	learn: 23.8306371	test: 42.3895278	best: 42.3895278 (425)	total: 854ms	remaining: 39.2s
426:	learn: 23.8260625	test: 42.3971524	best: 42.3895278 (425)	total: 855ms	remaining: 39.2s
427:	learn: 23.8194177	test: 42.3996310	best: 42.3895278 (425)	total: 857ms	remaining: 39.2s
428:	learn: 23.8129907	test: 42.3883886	best: 42.3883886 (428)	total: 859ms	remaining: 39.2s
429:	learn: 23.8036639	test: 42.3546940	best: 42.3546940 (429)	total: 861ms	remaining: 39.2s
430:	learn: 23.7977025	test: 42.3531101	best: 42.3531101 (430)	total: 862ms	remaining: 39.1s
431:	learn: 23.7927683	test: 42.3390366	best: 42.3390366 (431)	total: 864ms	remaining: 39.1s
432:	learn: 23.7878507	test: 42.3283030	best: 42.3283030 (432)	total: 865ms	remaining: 39.1s
433:	learn: 23.7836191	test: 42.3273358	best: 42.3273358 (433)	total: 867ms	remaining: 39.1s
434:	learn: 23.7775638	test: 42.3179654	best: 42.3179654 (434)	total: 869ms	remaining: 39.1s
435:	learn: 23.7712891	test: 42.2943209	best: 42.2943209 (435)	total: 870ms	remaining: 39.1s
436:	learn: 23.7655069	test: 42.2900743	best: 42.2900743 (436)	total: 872ms	remaining: 39s
437:	learn: 23.7597027	test: 42.2933419	best: 42.2900743 (436)	total: 874ms	remaining: 39s
438:	learn: 23.7539994	test: 42.2947139	best: 42.2900743 (436)	total: 875ms	remaining: 39s
439:	learn: 23.7507131	test: 42.2956059	best: 42.2900743 (436)	total: 877ms	remaining: 39s
440:	learn: 23.7436588	test: 42.2923815	best: 42.2900743 (436)	total: 878ms	remaining: 39s
441:	learn: 23.7380646	test: 42.2833551	best: 42.2833551 (441)	total: 880ms	remaining: 39s
442:	learn: 23.7329914	test: 42.2854861	best: 42.2833551 (441)	total: 883ms	remaining: 39s
443:	learn: 23.7272212	test: 42.2517859	best: 42.2517859 (443)	total: 884ms	remaining: 39s
444:	learn: 23.7210672	test: 42.2382115	best: 42.2382115 (444)	total: 886ms	remaining: 39s
445:	learn: 23.7188307	test: 42.2385331	best: 42.2382115 (444)	total: 888ms	remaining: 38.9s
446:	learn: 23.7132271	test: 42.2318418	best: 42.2318418 (446)	total: 890ms	remaining: 38.9s
447:	learn: 23.7084337	test: 42.2288768	best: 42.2288768 (447)	total: 891ms	remaining: 38.9s
448:	learn: 23.7055816	test: 42.2193173	best: 42.2193173 (448)	total: 893ms	remaining: 38.9s
449:	learn: 23.6995319	test: 42.1992933	best: 42.1992933 (449)	total: 894ms	remaining: 38.8s
450:	learn: 23.6931951	test: 42.1964097	best: 42.1964097 (450)	total: 896ms	remaining: 38.8s
451:	learn: 23.6885289	test: 42.1771079	best: 42.1771079 (451)	total: 897ms	remaining: 38.8s
452:	learn: 23.6850050	test: 42.1850353	best: 42.1771079 (451)	total: 900ms	remaining: 38.8s
453:	learn: 23.6816023	test: 42.1707851	best: 42.1707851 (453)	total: 901ms	remaining: 38.8s
454:	learn: 23.6763721	test: 42.1622544	best: 42.1622544 (454)	total: 903ms	remaining: 38.8s
455:	learn: 23.6728179	test: 42.1432949	best: 42.1432949 (455)	total: 904ms	remaining: 38.8s
456:	learn: 23.6697246	test: 42.1332209	best: 42.1332209 (456)	total: 906ms	remaining: 38.7s
457:	learn: 23.6657491	test: 42.1389326	best: 42.1332209 (456)	total: 907ms	remaining: 38.7s
458:	learn: 23.6618210	test: 42.1249835	best: 42.1249835 (458)	total: 908ms	remaining: 38.7s
459:	learn: 23.6591283	test: 42.1271167	best: 42.1249835 (458)	total: 910ms	remaining: 38.7s
460:	learn: 23.6528788	test: 42.1055278	best: 42.1055278 (460)	total: 912ms	remaining: 38.7s
461:	learn: 23.6472987	test: 42.0830125	best: 42.0830125 (461)	total: 915ms	remaining: 38.7s
462:	learn: 23.6411508	test: 42.0505819	best: 42.0505819 (462)	total: 916ms	remaining: 38.7s
463:	learn: 23.6342048	test: 42.0518705	best: 42.0505819 (462)	total: 918ms	remaining: 38.7s
464:	learn: 23.6280074	test: 42.0129583	best: 42.0129583 (464)	total: 920ms	remaining: 38.6s
465:	learn: 23.6247922	test: 42.0118896	best: 42.0118896 (465)	total: 921ms	remaining: 38.6s
466:	learn: 23.6180167	test: 42.0014235	best: 42.0014235 (466)	total: 923ms	remaining: 38.6s
467:	learn: 23.6134853	test: 42.0011099	best: 42.0011099 (467)	total: 924ms	remaining: 38.6s
468:	learn: 23.6087296	test: 42.0004389	best: 42.0004389 (468)	total: 926ms	remaining: 38.5s
469:	learn: 23.6058251	test: 41.9928861	best: 41.9928861 (469)	total: 927ms	remaining: 38.5s
470:	learn: 23.6015316	test: 41.9669595	best: 41.9669595 (470)	total: 929ms	remaining: 38.5s
471:	learn: 23.5976396	test: 41.9437469	best: 41.9437469 (471)	total: 930ms	remaining: 38.5s
472:	learn: 23.5923380	test: 41.9421728	best: 41.9421728 (472)	total: 932ms	remaining: 38.5s
473:	learn: 23.5870873	test: 41.9206440	best: 41.9206440 (473)	total: 934ms	remaining: 38.5s
474:	learn: 23.5832859	test: 41.9093789	best: 41.9093789 (474)	total: 936ms	remaining: 38.5s
475:	learn: 23.5779494	test: 41.9089139	best: 41.9089139 (475)	total: 938ms	remaining: 38.5s
476:	learn: 23.5740391	test: 41.9076082	best: 41.9076082 (476)	total: 939ms	remaining: 38.4s
477:	learn: 23.5697601	test: 41.9069122	best: 41.9069122 (477)	total: 941ms	remaining: 38.4s
478:	learn: 23.5623214	test: 41.9096675	best: 41.9069122 (477)	total: 942ms	remaining: 38.4s
479:	learn: 23.5559465	test: 41.9112574	best: 41.9069122 (477)	total: 944ms	remaining: 38.4s
480:	learn: 23.5502064	test: 41.8995491	best: 41.8995491 (480)	total: 946ms	remaining: 38.4s
481:	learn: 23.5423753	test: 41.8601713	best: 41.8601713 (481)	total: 948ms	remaining: 38.4s
482:	learn: 23.5386708	test: 41.8515283	best: 41.8515283 (482)	total: 949ms	remaining: 38.3s
483:	learn: 23.5343238	test: 41.8485748	best: 41.8485748 (483)	total: 950ms	remaining: 38.3s
484:	learn: 23.5269298	test: 41.8416827	best: 41.8416827 (484)	total: 952ms	remaining: 38.3s
485:	learn: 23.5206564	test: 41.8377491	best: 41.8377491 (485)	total: 953ms	remaining: 38.3s
486:	learn: 23.5141326	test: 41.8399513	best: 41.8377491 (485)	total: 955ms	remaining: 38.3s
